,№,Radical,Freq.,General standard #,Encounters,Fraction of   the language,HSK 2.0,HSK 3.0,Stroke count,Character,pinyin,pinyin,tone,Meaning,,Goal
,5231,竹 118.11,0,6258,,"0,000000%",,,17,簖,duàn,duan,fourth,bamboo trap for catching fish,,
,5232,竹 118.11,0,7879,,"0,000000%",,,16,簉,zào,zao,fourth,"deputy, subordinate; concubine",,
,5233,竹 118.12,3370,3417,1190,"0,000615%",,,17,簧,huáng,huang,second,reed of woodwind instrument,,
,5234,竹 118.12,4297,6349,419,"0,000217%",,,18,簪,zān,zan,first,"hairpin, clasp; wear in hair",,
,5235,竹 118.12,4365,,384,"0,000198%",,,18,簦,dēng,deng,first,"large umbrella with a long handle, used for street stalls",,
,5236,竹 118.12,5253,6348,144,"0,000074%",,,18,簟,diàn,dian,fourth,bamboo mat,,
,5237,竹 118.12,6237,,44,"0,000023%",,,18,簡,jiǎn,jian,third,"simple, terse, succinct; letter",,
,5238,竹 118.12,7592,8009,5,"0,000003%",,,18,簰,pái,pai,second,bamboo raft,,
,5239,竹 118.12,7859,,4,"0,000002%",,,18,簢,mǐn,min,third,,,
,5240,竹 118.12,8120,,3,"0,000002%",,,18,簜,dàng,dang,fourth,bamboo,,
,5241,竹 118.12,8323,,2,"0,000001%",,,18,簥,jiāo,jiao,first,a large pipe; a farm tool,,
,5242,竹 118.12,8604,,2,"0,000001%",,,19,簬,lù,lu,fourth,(bamboo),,
,5243,竹 118.12,8605,,2,"0,000001%",,,18,簯,qi,qi,neutral,,,
,5244,竹 118.12,8772,,2,"0,000001%",,,19,簫,xiāo,xiao,first,"musical instrument like pan-pipes, bamboo flute",,
,5245,竹 118.12,8926,,1,"0,000001%",,,17,簘,xiāo,xiao,first,"musical instrument like pan-pipes, bamboo flute",,
,5246,竹 118.12,9082,8007,1,"0,000001%",,,18,簠,fǔ,fu,third,an ancient vessel used for holding boiled grain,,
,5247,竹 118.12,9436,,1,"0,000001%",,,18,簞,dān,dan,first,small bamboo basket for holding,,
,5248,竹 118.12,9437,,1,"0,000001%",,,18,簤,dài,dai,fourth,,,
,5249,竹 118.12,9438,,1,"0,000001%",,,18,簨,sǔn,sun,third,a beam for hanging bells or drums,,
,5250,竹 118.12,0,8008,,"0,000000%",,,18,簝,liáo,liao,second,,,
,5251,竹 118.13,2848,3463,2333,"0,001206%",,,19,簿,bù,bu,fourth,"register, account book, notebook",,
,5252,竹 118.13,3586,3462,937,"0,000484%",6,,19,簸,bǒ,bo,third,winnower,,
,5253,竹 118.13,4150,6399,487,"0,000252%",,,19,籁,lài,lai,fourth,bamboo flute; pipe; various sound,,
,5254,竹 118.13,6220,6398,45,"0,000023%",,,19,籀,zhòu,zhou,fourth,"recite, read; style of calligraphy",,
,5255,竹 118.13,6876,,15,"0,000008%",,,19,簳,gǎn,gan,third,,,
,5256,竹 118.13,7353,,7,"0,000004%",,,19,簾,lián,lian,second,"a blind, screen, curtain",,
,5257,竹 118.13,7845,,4,"0,000002%",,,19,簷,yán,yan,second,eaves of house; brim,,
,5258,竹 118.13,7860,,4,"0,000002%",,,17,簻,zhuā,zhua,first,empty,,
,5259,竹 118.13,8080,,3,"0,000002%",,,19,籂,shi,shi,neutral,,,
,5260,竹 118.13,8404,,2,"0,000001%",,,19,簼,lóng,long,second,,,
,5261,竹 118.13,8451,,2,"0,000001%",,,19,簺,sài,sai,fourth,,,
,5262,竹 118.13,8957,,1,"0,000001%",,,19,簴,jù,ju,fourth,,,
,5263,竹 118.13,9439,,1,"0,000001%",,,19,簹,dāng,dang,first,tall bamboo,,
,5264,竹 118.13,9440,,1,"0,000001%",,,19,簽,qiān,qian,first,"sign, endorse; slip of paper",,
,5265,竹 118.14,1579,3482,12205,"0,006307%",4,5,20,籍,jí,ji,second,"record, register, list; census",,
,5266,竹 118.14,7861,,4,"0,000002%",,,20,籌,chóu,chou,second,"chip, tally, token; raise money",,
,5267,竹 118.14,8265,,2,"0,000001%",,,19,籆,yuè,yue,fourth,,,
,5268,竹 118.14,8266,,2,"0,000001%",,,20,籇,háo,hao,second,,,
,5269,竹 118.14,8394,,2,"0,000001%",,,20,籄,kuì,kui,fourth,a basket for carrying earth,,
,5270,竹 118.14,9867,,1,"0,000001%",,,20,籋,niè,nie,fourth,,,
,5271,竹 118.15,7853,,4,"0,000002%",,,21,籓,fān,fan,first,sieve; basket,,
,5272,竹 118.15,8032,,3,"0,000002%",,,21,籐,téng,teng,second,"climbing plants, vines, cane",,
,5273,竹 118.15,8823,,2,"0,000001%",,,21,籔,sǒu,sou,third,bamboo basket,,
,5274,竹 118.15,8859,,1,"0,000001%",,,21,籒,zhòu,zhou,fourth,variant of 籀,,
,5275,竹 118.16,7534,,5,"0,000003%",,,22,籠,lóng,long,second,cage; cage-like basket,,
,5276,竹 118.16,8860,,1,"0,000001%",,,22,籜,tuò,tuo,fourth,"bamboo sheath, bamboo shoots",,
,5277,竹 118.16,8861,,1,"0,000001%",,,23,籞,yù,yu,fourth,a fence,,
,5278,竹 118.16,9718,,1,"0,000001%",,,22,籙,lù,lu,fourth,book,,
,5279,竹 118.17,6330,,38,"0,000020%",,,23,籤,qiān,qian,first,tally; lot; marker,,
,5280,竹 118.17,7066,8098,10,"0,000005%",,,23,籥,yuè,yue,fourth,key; woodwind instrument,,
,5281,竹 118.17,9023,,1,"0,000001%",,,23,籣,lán,lan,second,bow case,,
,5282,竹 118.19,9441,,1,"0,000001%",,,24,籬,lí,li,second,bamboo or wooden fence; hedge,,
,5283,竹 118.2,3439,3948,1095,"0,000566%",,,8,竺,zhú,zhu,second,India; bamboo; surname,,
,5284,竹 118.26,8324,,2,"0,000001%",,,32,籲,yù,yu,fourth,appeal; request; implore,,
,5285,竹 118.3,2934,1554,2083,"0,001076%",,7–9,9,竿,gān,gan,first,bamboo pole; penis,,
,5286,竹 118.3,3207,4255,1473,"0,000761%",,,9,笃,dǔ,du,third,"deep, true, sincere, genuine",,
,5287,竹 118.3,4935,4253,195,"0,000101%",,,9,竽,yú,yu,second,ancient woodwind instrument,,
,5288,竹 118.3,9022,,1,"0,000001%",,,9,笀,máng,mang,second,,,
,5289,竹 118.3,9424,,1,"0,000001%",,,9,竾,chí,chi,second,flute,,
,5290,竹 118.4,346,1952,122902,"0,063514%",2,1,10,笑,xiào,xiao,fourth,"smile, laugh, giggle; snicker",,
,5291,竹 118.4,956,1951,34057,"0,017600%",2,2,10,笔,bǐ,bi,third,writing brush; write; stroke,,
,5292,竹 118.4,3455,1953,1079,"0,000558%",,,10,笋,sǔn,sun,third,bamboo shoots,,
,5293,竹 118.4,3617,4560,896,"0,000463%",,,10,笆,bā,ba,first,bamboo fence,,
,5294,竹 118.4,3662,4254,847,"0,000438%",,,9,笈,jí,ji,second,bamboo box used carry books,,
,5295,竹 118.4,4859,4559,210,"0,000109%",,,10,笏,hù,hu,fourth,tablet held by someone having authority,,
,5296,竹 118.4,4867,4557,209,"0,000108%",,,10,笕,jiǎn,jian,third,bamboo water pipe,,
,5297,竹 118.4,5353,4558,131,"0,000068%",,,10,笊,zhào,zhao,fourth,"ladle, bamboo skimmer",,
,5298,竹 118.4,7499,,6,"0,000003%",,,10,笇,suàn,suan,fourth,,,
,5299,竹 118.4,9079,,1,"0,000001%",,,10,笍,zhuì,zhui,fourth,,,
,5300,竹 118.4,9228,,1,"0,000001%",,,10,笉,qǐn,qin,third,smiling countenance; bamboo rope,,
,5301,竹 118.4,9425,,1,"0,000001%",,,10,笐,háng,hang,second,bamboos placed across wooden frames on which grain may be stored in damp climates,,
,5302,竹 118.4,9865,,1,"0,000001%",,,10,笎,yuán,yuan,second,bamboo with black patches,,
,5303,竹 118.5,114,2322,325780,"0,168358%",2,1,11,第,dì,di,fourth,"sequence, number; grade, degree",,
,5304,竹 118.5,1205,2321,21862,"0,011298%",4,4,11,符,fú,fu,second,"i.d. tag, tally, symbol, charm",,
,5305,竹 118.5,1928,2318,7888,"0,004076%",6,7–9,11,笼,lóng,long,second,cage; cage-like basket,,
,5306,竹 118.5,2323,2317,4712,"0,002435%",4,4,11,笨,bèn,ben,fourth,"foolish, stupid, dull; awkward",,
,5307,竹 118.5,2561,2319,3409,"0,001762%",,7–9,11,笛,dí,di,second,bamboo flute; whistle,,
,5308,竹 118.5,3278,4898,1354,"0,000700%",,,11,笠,lì,li,fourth,bamboo hat; bamboo covering,,
,5309,竹 118.5,3731,4893,770,"0,000398%",,,11,笺,jiān,jian,first,"note, memo; stationery; comments",,
,5310,竹 118.5,3891,2320,636,"0,000329%",,,11,笙,shēng,sheng,first,small gourd-shaped musical instrument,,
,5311,竹 118.5,4583,4903,294,"0,000152%",,,11,笞,chī,chi,first,bamboo rod used for beatings,,
,5312,竹 118.5,4674,4899,259,"0,000134%",,,11,笥,sì,si,fourth,"a hamper, wicker basket",,
,5313,竹 118.5,4923,7012,197,"0,000102%",,,10,笫,zǐ,zi,third,"bed boards, sleeping mat",,
,5314,竹 118.5,4957,4900,190,"0,000098%",,,11,笤,tiáo,tiao,second,"a broom, a besom",,
,5315,竹 118.5,5219,4901,149,"0,000077%",,,11,笳,jiā,jia,first,a reed leaf whistle,,
,5316,竹 118.5,5231,4896,147,"0,000076%",,,11,笪,dá,da,second,a coarse mat of rushes or bamboo,,
,5317,竹 118.5,5296,4897,138,"0,000071%",,,11,笮,zé,ze,second,boards which support tiles on roof,,
,5318,竹 118.5,5329,4895,134,"0,000069%",,,11,笸,pǒ,po,third,flat basket for grain,,
,5319,竹 118.5,5449,7190,120,"0,000062%",,,11,笱,gǒu,gou,third,"a basket trap for fish, placed in the opening of a weir",,
,5320,竹 118.5,7065,,10,"0,000005%",,,11,笰,fú,fu,second,curtain,,
,5321,竹 118.5,7227,,8,"0,000004%",,,11,笹,ti,ti,neutral,small bamboo,,
,5322,竹 118.5,7277,,8,"0,000004%",,,11,笟,gū,gu,first,,,
,5323,竹 118.5,7629,,5,"0,000003%",,,11,笭,líng,ling,second,bamboo screen,,
,5324,竹 118.5,7857,,4,"0,000002%",,,10,笖,yǐ,yi,third,,,
,5325,竹 118.5,7858,,4,"0,000002%",,,11,笧,cè,ce,fourth,to entwine around; check (a current) with a weir,,
,5326,竹 118.5,8116,,3,"0,000002%",,,11,笗,dōng,dong,first,,,
,5327,竹 118.5,8602,,2,"0,000001%",,,11,笣,bāo,bao,first,,,
,5328,竹 118.5,9426,,1,"0,000001%",,,11,笜,zhú,zhu,second,,,
,5329,竹 118.5,9749,,1,"0,000001%",,,11,笲,fán,fan,second,basket,,
,5330,竹 118.5,0,7191,,"0,000000%",,,11,笯,nú,nu,second,a bird-cage,,
,5331,竹 118.6,158,2681,266296,"0,137618%",2,1,12,等,děng,deng,third,"class, rank, grade, equal to, same as, to wait for",,
,5332,竹 118.6,559,2687,72421,"0,037426%",3,1,12,答,dá,da,second,"answer, reply; return; assent to",,
,5333,竹 118.6,714,2683,52394,"0,027076%",6,6,12,策,cè,ce,fourth,"scheme, plan; to whip; urge",,
,5334,竹 118.6,1130,2682,24780,"0,012806%",5,5,12,筑,zhù,zhu,fourth,ancient lute; build,,
,5335,竹 118.6,2088,2685,6296,"0,003254%",6,7–9,12,筒,tǒng,tong,third,thick piece of bamboo; pipe,,
,5336,竹 118.6,2252,2688,5170,"0,002672%",6,7–9,12,筋,jīn,jin,first,muscles; tendons,,
,5337,竹 118.6,3388,2684,1166,"0,000603%",6,7–9,12,筛,shāi,shai,first,"sieve, filter, screen; sift",,
,5338,竹 118.6,3419,2680,1119,"0,000578%",6,7–9,12,筐,kuāng,kuang,first,bamboo basket or chest,,
,5339,竹 118.6,3436,2689,1100,"0,000568%",,7–9,12,筝,zhēng,zheng,first,stringed musical instrument; kite,,
,5340,竹 118.6,3785,2686,722,"0,000373%",,,12,筏,fá,fa,second,raft,,
,5341,竹 118.6,5252,4902,144,"0,000074%",,,11,笾,biān,bian,first,bamboo container for food,,
,5342,竹 118.6,5703,4556,92,"0,000048%",,,10,笄,jī,ji,first,hairpin; fifteen year old girl,,
,5343,竹 118.6,5976,4894,65,"0,000034%",,,11,筇,qióng,qiong,second,bamboo name; bamboo staff,,
,5344,竹 118.6,6087,5207,56,"0,000029%",,,12,筌,quán,quan,second,bamboo fish trap,,
,5345,竹 118.6,6236,,44,"0,000023%",,,12,筆,bǐ,bi,third,writing brush; write; stroke,,
,5346,竹 118.6,6539,5205,27,"0,000014%",,,12,筚,bì,bi,fourth,"wicker, bamboo",,
,5347,竹 118.6,7171,,9,"0,000005%",,,12,筍,sǔn,sun,third,bamboo shoot; joint; tendon,,
,5348,竹 118.6,7303,7388,7,"0,000004%",,,12,筘,kòu,kou,fourth,(a measure of width of cloth),,
,5349,竹 118.6,7342,7391,7,"0,000004%",,,12,筅,xiǎn,xian,third,bamboo brush; halberd,,
,5350,竹 118.6,7735,,4,"0,000002%",,,12,筊,xiáo,xiao,second,bamboo rope; bamboo object used,,
,5351,竹 118.6,8262,,2,"0,000001%",,,12,筈,kuò,kuo,fourth,arrow end,,
,5352,竹 118.6,9427,,1,"0,000001%",,,12,筂,chí,chi,second,,,
,5353,竹 118.6,9750,,1,"0,000001%",,,12,笿,luò,luo,fourth,,,
,5354,竹 118.6,0,7387,,"0,000000%",,,12,筀,guì,gui,fourth,bamboo (archaic),,
,5355,竹 118.6,0,7389,,"0,000000%",,,12,筜,dāng,dang,first,tall bamboo,,
,5356,竹 118.7,716,2954,52280,"0,027018%",3,3,13,简,jiǎn,jian,third,"simple, terse, succinct, a letter",,
,5357,竹 118.7,1254,2953,20057,"0,010365%",4,5,13,签,qiān,qian,first,"sign, endorse; slip of paper",,
,5358,竹 118.7,1677,2952,10671,"0,005515%",6,7–9,13,筹,chóu,chou,second,"chip, tally, token; raise money",,
,5359,竹 118.7,3110,2955,1652,"0,000854%",3,2,13,筷,kuài,kuai,fourth,chopsticks,,
,5360,竹 118.7,3876,5206,648,"0,000335%",,,12,筵,yán,yan,second,"bamboo mat; feast, banquet",,
,5361,竹 118.7,4026,5504,566,"0,000293%",,,13,筱,xiǎo,xiao,third,dwarf bamboo,,
,5362,竹 118.7,4581,5500,295,"0,000152%",,,13,筠,yún,yun,second,bamboo skin; bamboo,,
,5363,竹 118.7,5527,,111,"0,000057%",,,13,節,jié,jie,second,"knot, node, joint; section",,
,5364,竹 118.7,5559,5502,107,"0,000055%",,,13,筮,shì,shi,fourth,divination with stalks of plants; divining rod,,
,5365,竹 118.7,6158,5503,50,"0,000026%",,,13,筲,shāo,shao,first,"basket, bucket",,
,5366,竹 118.7,6812,,16,"0,000008%",,,13,筸,gān,gan,first,name of a place in Honan,,
,5367,竹 118.7,6975,,12,"0,000006%",,,13,筴,cè,ce,fourth,type of grass used in divination; to divine; pincers,,
,5368,竹 118.7,7320,5501,7,"0,000004%",,,13,筢,pá,pa,second,rake,,
,5369,竹 118.7,7428,7545,6,"0,000003%",,,13,筦,guǎn,guan,third,a key; to be in charge; a pipe,,
,5370,竹 118.7,7560,,5,"0,000003%",,,13,筰,zuó,zuo,second,cable,,
,5371,竹 118.7,7752,7543,4,"0,000002%",,,13,筼,yún,yun,second,tall bamboo,,
,5372,竹 118.7,8263,,2,"0,000001%",,,13,筽,o,o,neutral,,,
,5373,竹 118.7,8375,7542,2,"0,000001%",,,13,筻,gàng,gang,fourth,place name in Hunan province,,
,5374,竹 118.7,8448,,2,"0,000001%",,,13,筭,suàn,suan,fourth,"an ancient device for working with numbers; count, calculate, figure",,
,5375,竹 118.7,8857,7544,1,"0,000001%",,,13,筶,gào,gao,fourth,,,
,5376,竹 118.7,8956,7390,1,"0,000001%",,,12,筥,jǔ,ju,third,round-shaped bamboo basket for holding rice,,
,5377,竹 118.7,9080,,1,"0,000001%",,,13,筩,tóng,tong,second,bamboo pipe; fish hook,,
,5378,竹 118.7,9356,,1,"0,000001%",,,13,筣,lí,li,second,,,
,5379,竹 118.7,0,7541,,"0,000000%",,,13,𬕂,lǒng,long,third,the name of bamboo hat,,
,5380,竹 118.7,0,7546,,"0,000000%",,,13,筤,láng,lang,second,young bamboo,,
,5381,竹 118.8,252,3123,170746,"0,088239%",4,3,14,管,guǎn,guan,third,"pipe, tube, duct; woodwind music",,
,5382,竹 118.8,403,3121,105293,"0,054414%",3,2,14,算,suàn,suan,fourth,"count, calculate, figure; plan",,
,5383,竹 118.8,3634,3124,874,"0,000452%",,,14,箫,xiāo,xiao,first,bamboo flute,,
,5384,竹 118.8,3764,5745,743,"0,000384%",,,14,箍,gū,gu,first,"hoop; bind, surround",,
,5385,竹 118.8,3864,5753,656,"0,000339%",,,14,箓,lù,lu,fourth,book,,
,5386,竹 118.8,4357,3120,388,"0,000201%",,,14,箕,jī,ji,first,"sieve; dust pan, garbage bag",,
,5387,竹 118.8,4366,5750,383,"0,000198%",,,14,箔,bó,bo,second,reed screen; frame for growing silkworms,,
,5388,竹 118.8,4446,3122,348,"0,000180%",,,14,箩,luó,luo,second,bamboo basket,,
,5389,竹 118.8,5385,,127,"0,000066%",,,14,箝,qián,qian,second,"tweezers, pliers, tongs, pincers",,
,5390,竹 118.8,5474,5744,117,"0,000060%",,,14,箧,qiè,qie,fourth,"rattan box, suitcase, or case",,
,5391,竹 118.8,5890,5749,72,"0,000037%",,,14,箪,dān,dan,first,small bamboo basket for holding,,
,5392,竹 118.8,6343,7690,37,"0,000019%",,,14,箨,tuò,tuo,fourth,"bamboo sheath, bamboo shoots",,
,5393,竹 118.8,6683,5751,21,"0,000011%",,,14,箜,kōng,kong,first,ancient string music instrument,,
,5394,竹 118.8,6728,5742,19,"0,000010%",,,14,箐,qìng,qing,fourth,to draw a bamboo bow or crossbow,,
,5395,竹 118.8,7036,5743,11,"0,000006%",,,14,箦,zé,ze,second,bed mat; mat,,
,5396,竹 118.8,7172,7691,9,"0,000005%",,,14,箖,lín,lin,second,,,
,5397,竹 118.8,7326,,7,"0,000004%",,,14,箠,chuí,chui,second,horse whip; flog,,
,5398,竹 118.8,7449,5748,6,"0,000003%",,,14,箅,bì,bi,fourth,,,
,5399,竹 118.8,7450,5752,6,"0,000003%",,,14,箢,yuān,yuan,first,,,
,5400,竹 118.8,8031,,3,"0,000002%",,,14,箇,gè,ge,fourth,"numerary adjunct, piece; single",,
,5401,竹 118.8,8117,,3,"0,000002%",,,14,箘,jùn,jun,fourth,fine bamboo,,
,5402,竹 118.8,8449,,2,"0,000001%",,,14,箣,cè,ce,fourth,,,
,5403,竹 118.8,8782,,2,"0,000001%",,,14,箥,bǒ,bo,third,,,
,5404,竹 118.8,9357,,1,"0,000001%",,,14,箏,zhēng,zheng,first,stringed musical instrument; kite,,
,5405,竹 118.8,9428,,1,"0,000001%",,,14,箒,zhǒu,zhou,third,broom,,
,5406,竹 118.8,9429,,1,"0,000001%",,,14,箛,gū,gu,first,bugle,,
,5407,竹 118.8,9430,,1,"0,000001%",,,14,箞,qiān,qian,first,,,
,5408,竹 118.8,9431,,1,"0,000001%",,,14,箤,zú,zu,second,,,
,5409,竹 118.8,9895,,1,"0,000001%",,,14,箋,jiān,jian,first,"note, memo; stationery; comments",,
,5410,竹 118.8,0,7692,,"0,000000%",,,14,劄,zhā,zha,first,brief note; official communique,,
,5411,竹 118.9,1008,3268,30894,"0,015966%",4,2,15,篇,piān,pian,first,"chapter, section, essay, article",,
,5412,竹 118.9,1453,3265,14913,"0,007707%",3,3,15,箱,xiāng,xiang,first,"case, box, chest, trunk",,
,5413,竹 118.9,1496,3267,13922,"0,007195%",6,6,15,箭,jiàn,jian,fourth,arrow; type of bamboo,,
,5414,竹 118.9,4012,3266,572,"0,000296%",,,15,篓,lǒu,lou,third,bamboo basket,,
,5415,竹 118.9,4254,5959,433,"0,000224%",,,15,篆,zhuàn,zhuan,fourth,"seal script; seal, official stamp",,
,5416,竹 118.9,4285,5955,424,"0,000219%",,,15,箴,zhēn,zhen,first,"needle, probe; admon",,
,5417,竹 118.9,5192,5956,152,"0,000079%",,,15,篑,kuì,kui,fourth,a bamboo basket for carrying earth,,
,5418,竹 118.9,5239,5746,146,"0,000075%",,,14,箸,zhù,zhu,fourth,chopsticks,,
,5419,竹 118.9,5968,5957,66,"0,000034%",,,15,篁,huáng,huang,second,bamboo grove; bamboo,,
,5420,竹 118.9,6402,,34,"0,000018%",,,15,範,fàn,fan,fourth,"pattern, model, rule, law",,
,5421,竹 118.9,6633,5958,23,"0,000012%",,,15,篌,hóu,hou,second,ancient music instrument; harp,,
,5422,竹 118.9,6700,5747,20,"0,000010%",,,14,箬,ruò,ruo,fourth,the cuticle of the bamboo a broad-leaved bamboo,,
,5423,竹 118.9,7500,,6,"0,000003%",,,15,篂,xīng,xing,first,,,
,5424,竹 118.9,7816,,4,"0,000002%",,,15,箾,shuò,shuo,fourth,"musical instrument like pan-pipes, bamboo flute",,
,5425,竹 118.9,7965,,3,"0,000002%",,,15,箯,biān,bian,first,bamboo palanquin,,
,5426,竹 118.9,8118,,3,"0,000002%",,,15,箽,dǒng,dong,third,,,
,5427,竹 118.9,8603,,2,"0,000001%",,,15,篃,mèi,mei,fourth,a kind of bamboo,,
,5428,竹 118.9,9432,,1,"0,000001%",,,15,箷,yí,yi,second,,,
,5429,竹 118.9,9433,,1,"0,000001%",,,15,箹,yuē,yue,first,,,
,5430,竹 118.9,9434,,1,"0,000001%",,,15,箿,jí,ji,second,,,
,5431,米 119.0,575,0533,69668,"0,036003%",1,1,6,米,mǐ,mi,third,hulled or husked uncooked rice,,
,5432,米 119.10,1746,3374,9757,"0,005042%",4,3,16,糖,táng,tang,second,sugar; candy; sweets,,
,5433,米 119.10,2413,3375,4142,"0,002141%",3,5,16,糕,gāo,gao,first,"cakes, pastry",,
,5434,米 119.10,6352,6167,36,"0,000019%",,,16,糗,qiǔ,qiu,third,parched wheat or rice; broken grain,,
,5435,米 119.10,9085,,1,"0,000001%",,,16,糓,gǔ,gu,third,"grain, corn",,
,5436,米 119.10,0,7896,,"0,000000%",,,16,糒,bèi,bei,fourth,food for a journey; cakes,,
,5437,米 119.11,1918,3428,7960,"0,004114%",5,5,17,糟,zāo,zao,first,"sediment, dregs; pickle",,
,5438,米 119.11,3118,3373,1631,"0,000843%",5,7–9,16,糙,cāo,cao,first,"coarse, harsh, rough, unpolished rice",,
,5439,米 119.11,3713,6287,789,"0,000408%",,,17,糜,mí,mi,second,"rice gruel, congee; mashed",,
,5440,米 119.11,4169,3429,475,"0,000245%",,,17,糠,kāng,kang,first,"chaff, bran, husks; poor",,
,5441,米 119.11,6314,6360,39,"0,000020%",,,18,糨,jiàng,jiang,fourth,starch; paste. to starch,,
,5442,米 119.11,6747,,19,"0,000010%",,,17,糞,fèn,fen,fourth,"manure, dung, night soil",,
,5443,米 119.11,7918,,4,"0,000002%",,,16,糢,mó,mo,second,rice snacks,,
,5444,米 119.12,8453,,2,"0,000001%",,,18,糦,xī,xi,first,,,
,5445,米 119.12,9358,,1,"0,000001%",,,18,糧,liáng,liang,second,"food, grain, provisions",,
,5446,米 119.14,4208,3485,455,"0,000235%",,,20,糯,nuò,nuo,fourth,"glutinous rice; glutinous, sticky",,
,5447,米 119.14,7948,,3,"0,000002%",,,20,糰,tuán,tuan,second,rice ball,,
,5448,米 119.14,9833,,1,"0,000001%",,,20,糮,xiàn,xian,fourth,,,
,5449,米 119.16,8405,,2,"0,000001%",,,22,糴,dí,di,second,purchase grains; store grain,,
,5450,米 119.16,8758,,2,"0,000001%",,,22,糱,niè,nie,fourth,fermenting grain; yeast,,
,5451,米 119.17,7846,8089,4,"0,000002%",,,22,糵,niè,nie,fourth,fermenting grain; grain which has sprouted; yeast,,
,5452,米 119.2,5564,3974,106,"0,000055%",,,8,籴,dí,di,second,purchase grains; store grain,,
,5453,米 119.2,8862,,1,"0,000001%",,,8,籶,shēn,shen,first,,,
,5454,米 119.21,7630,,5,"0,000003%",,,26,糷,làn,lan,fourth,,,
,5455,米 119.3,3567,1648,957,"0,000495%",,,9,籽,zǐ,zi,third,"seed, pip, pit, stone",,
,5456,米 119.3,5925,4322,69,"0,000036%",,,9,籼,xiān,xian,first,non-glutinous long grain rice,,
,5457,米 119.4,1498,2053,13874,"0,007170%",6,6,10,粉,fěn,fen,third,"powder, face powder; plaster",,
,5458,米 119.4,4587,4634,292,"0,000151%",,,10,粑,bā,ba,first,tsamba (food in Tibet),,
,5459,米 119.4,6377,,35,"0,000018%",,,10,粋,cuì,cui,fourth,pure; unadulterated; select,,
,5460,米 119.4,6785,,17,"0,000009%",,,10,粎,chǐ,chi,third,metre,,
,5461,米 119.4,7199,,9,"0,000005%",,,10,粌,yin,yin,neutral,,,
,5462,米 119.4,7656,,5,"0,000003%",,,10,粊,bì,bi,fourth,,,
,5463,米 119.4,7720,,4,"0,000002%",,,10,粏,tai,tai,neutral,,,
,5464,米 119.4,7862,,4,"0,000002%",,,10,粍,zhé,zhe,second,millimetre,,
,5465,米 119.4,7966,,3,"0,000002%",,,10,粐,hu,hu,neutral,,,
,5466,米 119.4,9083,,1,"0,000001%",,,10,粃,bǐ,bi,third,empty husks of grain,,
,5467,米 119.5,1414,2403,15557,"0,008040%",4,4,11,粗,cū,cu,first,"rough, thick, course; rude",,
,5468,米 119.5,1714,2404,10200,"0,005271%",6,7–9,11,粒,lì,li,fourth,grain; small particle,,
